CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,HomePlanet_Unknown,HomePlanet_nan,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Destination_Unknown,Destination_nan,Cabin_Num,Cabin_Deck_A,Cabin_Deck_B,Cabin_Deck_C,Cabin_Deck_D,Cabin_Deck_E,Cabin_Deck_F,Cabin_Deck_G,Cabin_Deck_T,Cabin_Deck_Unknown,Cabin_Deck_nan,Cabin_Side_P,Cabin_Side_S,Cabin_Side_Unknown,Cabin_Side_nan,TotalSpending,NumServicesUsed,SpendingPerService,HasLuxurySpending,IsSleepingWithExpenses,AgeBucket,GroupSize,IsAlone,LargeGroup,NameLength,HasTitle,LastNameFreq,RareLastName
1.330442678286913,-0.11414662291607114,-0.13268938001184444,-0.35733907728852204,-0.28383978749442385,-0.3121728466002848,-0.26784147662170904,-0.24671194482105513,0.9433817189289649,-0.5531312669459958,-0.5253138623127582,-0.14409622878603726,0.0,-0.4947336156028318,-0.3158616438262604,0.6684965864252757,-0.1482675743248564,0.0,-1.1465271066223357,-0.15313584252113097,-0.3040803819251995,-0.30085718097667546,-0.24489838066541048,-0.3416287206421966,-0.7143109357936152,1.5811388300841895,-0.03748097152437056,-0.1547275904434429,0.0,-0.9748314713984253,1.0215078369104984,-0.1547275904434429,0.0,-0.5034251971323251,-1.05284248131677,-0.5354635795543696,-0.9585393404108663,0.0,-0.05459551472417481,-0.6489730431154128,0.9098229375970788,-0.38134034750079876,0.5107768769553013,0.0,-0.11528503302261581,-0.4152387814427201
-0.7516295262623467,-0.6843131703169892,-0.13268938001184444,-0.35733907728852204,-0.27787944135737164,-0.3121728466002848,2.287504331418366,-0.24671194482105513,0.9433817189289649,-0.5531312669459958,-0.5253138623127582,-0.14409622878603726,0.0,-0.4947336156028318,-0.3158616438262604,0.6684965864252757,-0.1482675743248564,0.0,-1.1445933854554442,-0.15313584252113097,-0.3040803819251995,-0.30085718097667546,-0.24489838066541048,-0.3416287206421966,1.399950567589978,-0.6324555320336758,-0.03748097152437056,-0.1547275904434429,0.0,-0.9748314713984253,1.0215078369104984,-0.1547275904434429,0.0,0.5022306114745898,0.1658333759475941,1.0490381171837893,1.043253998913975,0.0,-0.05459551472417481,-0.6489730431154128,0.9098229375970788,-0.38134034750079876,0.14380346812986455,0.0,-0.3386312898115608,2.408252900958733
1.330442678286913,0.1709366507843879,-0.13268938001184444,-0.35733907728852204,-0.28383978749442385,-0.3121728466002848,-0.26784147662170904,-0.24671194482105513,-1.060016300862089,1.8078891210061239,-0.5253138623127582,-0.14409622878603726,0.0,2.021289777896944,-0.3158616438262604,-1.4958939511530018,-0.1482675743248564,0.0,-1.1523282701230102,-0.15313584252113097,-0.3040803819251995,3.3238362360296367,-0.24489838066541048,-0.3416287206421966,-0.7143109357936152,-0.6324555320336758,-0.03748097152437056,-0.1547275904434429,0.0,-0.9748314713984253,1.0215078369104984,-0.1547275904434429,0.0,-0.5034251971323251,-1.05284248131677,-0.5354635795543696,-0.9585393404108663,0.0,-0.05459551472417481,-0.6489730431154128,0.9098229375970788,-0.38134034750079876,0.5107768769553013,0.0,-0.3386312898115608,2.408252900958733
-0.7516295262623467,0.6698323797601913,-0.13268938001184444,-0.35733907728852204,4.121518268469037,-0.3121728466002848,-0.10400244323337973,0.22664750303738349,-1.060016300862089,1.8078891210061239,-0.5253138623127582,-0.14409622878603726,0.0,-0.4947336156028318,-0.3158616438262604,0.6684965864252757,-0.1482675743248564,0.0,-1.1503945489561187,-0.15313584252113097,-0.3040803819251995,3.3238362360296367,-0.24489838066541048,-0.3416287206421966,-0.7143109357936152,-0.6324555320336758,-0.03748097152437056,-0.1547275904434429,0.0,-0.9748314713984253,1.0215078369104984,-0.1547275904434429,0.0,2.1307396292257597,0.7751713045797762,2.231446398412594,1.043253998913975,0.0,1.1079841008489875,-0.6489730431154128,0.9098229375970788,-0.38134034750079876,0.877750285780738,0.0,-0.3386312898115608,2.408252900958733
-0.7516295262623467,-0.6130423518918745,-0.13268938001184444,-0.3407234795580589,-0.28383978749442385,0.8321220324787503,-0.26784147662170904,-0.24671194482105513,0.9433817189289649,-0.5531312669459958,-0.5253138623127582,-0.14409622878603726,0.0,-0.4947336156028318,-0.3158616438262604,0.6684965864252757,-0.1482675743248564,0.0,-1.1426596642885527,-0.15313584252113097,-0.3040803819251995,-0.30085718097667546,-0.24489838066541048,-0.3416287206421966,1.399950567589978,-0.6324555320336758,-0.03748097152437056,-0.1547275904434429,0.0,-0.9748314713984253,1.0215078369104984,-0.1547275904434429,0.0,-0.274382825468674,0.1658333759475941,-0.1745866041320135,-0.9585393404108663,0.0,-0.05459551472417481,-0.6489730431154128,0.9098229375970788,-0.38134034750079876,0.5107768769553013,0.0,-0.18973378528559748,-0.4152387814427201
-0.7516295262623467,0.1709366507843879,-0.13268938001184444,-0.35733907728852204,0.7857112137654965,0.1617634576481974,-0.16555522925772445,-0.19816225786121527,0.9433817189289649,-0.5531312669459958,-0.5253138623127582,-0.14409622878603726,0.0,-0.4947336156028318,-0.3158616438262604,0.6684965864252757,-0.1482675743248564,0.0,-1.13879222195477,-0.15313584252113097,-0.3040803819251995,-0.30085718097667546,-0.24489838066541048,-0.3416287206421966,1.399950567589978,-0.6324555320336758,-0.03748097152437056,-0.1547275904434429,0.0,1.0258183381846195,-0.9789450103725609,-0.1547275904434429,0.0,0.22489403431286642,1.3845092332119584,0.03830283640784154,1.043253998913975,0.0,-0.05459551472417481,-0.6489730431154128,0.9098229375970788,-0.38134034750079876,-0.5901433495210089,0.0,-0.11528503302261581,-0.4152387814427201
1.330442678286913,-0.5417715334667597,-0.13268938001184444,-0.35733907728852204,-0.28383978749442385,-0.3121728466002848,-0.26784147662170904,-0.24671194482105513,-1.060016300862089,1.8078891210061239,-0.5253138623127582,-0.14409622878603726,0.0,2.021289777896944,-0.3158616438262604,-1.4958939511530018,-0.1482675743248564,0.0,-1.1484608277892272,-0.15313584252113097,3.2886041304893814,-0.30085718097667546,-0.24489838066541048,-0.3416287206421966,-0.7143109357936152,-0.6324555320336758,-0.03748097152437056,-0.1547275904434429,0.0,1.0258183381846195,-0.9789450103725609,-0.1547275904434429,0.0,-0.5034251971323251,-1.05284248131677,-0.5354635795543696,-0.9585393404108663,0.0,-0.05459551472417481,-0.6489730431154128,0.9098229375970788,-0.38134034750079876,0.5107768769553013,0.0,-0.3386312898115608,2.408252900958733
1.330442678286913,-0.6130423518918745,-0.13268938001184444,-0.35733907728852204,-0.28383978749442385,-0.3121728466002848,-0.26784147662170904,-0.24671194482105513,-1.060016300862089,1.8078891210061239,-0.5253138623127582,-0.14409622878603726,0.0,-0.4947336156028318,-0.3158616438262604,0.6684965864252757,-0.1482675743248564,0.0,-1.1523282701230102,-0.15313584252113097,-0.3040803819251995,-0.30085718097667546,4.083326305722856,-0.3416287206421966,-0.7143109357936152,-0.6324555320336758,-0.03748097152437056,-0.1547275904434429,0.0,-0.9748314713984253,1.0215078369104984,-0.1547275904434429,0.0,-0.5034251971323251,-1.05284248131677,-0.5354635795543696,-0.9585393404108663,0.0,-0.05459551472417481,0.001673395094765438,-1.0991149581709674,-0.38134034750079876,0.14380346812986455,0.0,-0.2641825375485792,-0.4152387814427201
1.330442678286913,-0.3992298966165302,-0.13268938001184444,-0.35733907728852204,-0.28383978749442385,-0.3121728466002848,-0.26784147662170904,-0.24671194482105513,-1.060016300862089,1.8078891210061239,-0.5253138623127582,-0.14409622878603726,0.0,2.021289777896944,-0.3158616438262604,-1.4958939511530018,-0.1482675743248564,0.0,-1.1523282701230102,-0.15313584252113097,-0.3040803819251995,-0.30085718097667546,4.083326305722856,-0.3416287206421966,-0.7143109357936152,-0.6324555320336758,-0.03748097152437056,-0.1547275904434429,0.0,-0.9748314713984253,1.0215078369104984,-0.1547275904434429,0.0,-0.5034251971323251,-1.05284248131677,-0.5354635795543696,-0.9585393404108663,0.0,-0.05459551472417481,0.001673395094765438,-1.0991149581709674,-0.38134034750079876,-0.2231699406955722,0.0,-0.2641825375485792,-0.4152387814427201
-0.7516295262623467,-0.3279590781914154,-0.13268938001184444,-0.35733907728852204,0.13934478823628146,-0.3121728466002848,-0.26784147662170904,-0.24671194482105513,0.9433817189289649,-0.5531312669459958,-0.5253138623127582,-0.14409622878603726,0.0,2.021289777896944,-0.3158616438262604,-1.4958939511530018,-0.1482675743248564,0.0,-1.13879222195477,-0.15313584252113097,-0.3040803819251995,-0.30085718097667546,-0.24489838066541048,-0.3416287206421966,1.399950567589978,-0.6324555320336758,-0.03748097152437056,-0.1547275904434429,0.0,-0.9748314713984253,1.0215078369104984,-0.1547275904434429,0.0,-0.27651345218182427,-0.44350455268458805,0.17957638104992668,-0.9585393404108663,0.0,-0.05459551472417481,-0.6489730431154128,0.9098229375970788,-0.38134034750079876,1.2447236946061748,0.0,-0.2641825375485792,-0.4152387814427201
